1   36   36   1.0561080289972713
2   35   36   1.0498956272064672
2   36   35   1.0498956272064668
2   36   36   1.0518950087895227
3   34   36   1.0441299225384146
3   35   35   1.0439289314334816
3   35   36   1.0459125585874915
3   36   34   1.0441299225384146
3   36   35   1.0459125585874915
4   33   36   1.0388183528658632
4   34   35   1.0384142755848909
4   34   36   1.04038111233519
4   35   34   1.0384142755848909
4   35   35   1.0401793968578603
4   36   33   1.038818352865863
4   36   34   1.04038111233519
5   32   36   1.0339679169876932
5   33   35   1.033358896797813
5   33   36   1.0353078989337607
5   34   34   1.0331558102895062
5   34   35   1.0349024509982507
5   35   33   1.033358896797813
5   35   34   1.034902450998251
5   36   32   1.0339679169876927
5   36   33   1.0353078989337607
6   31   36   1.0295851322094967
6   32   35   1.0287695657638523
6   32   36   1.030699684817805
6   33   34   1.0283615399894601
6   33   35   1.030088732350202
6   34   33   1.0283615399894606
6   34   34   1.029885000987305
6   35   32   1.0287695657638525
6   35   33   1.0300887323502024
6   36   31   1.0295851322094967
6   36   32   1.030699684817805
7   30   36   1.0256759934657147
7   31   35   1.0246525446661192
7   31   36   1.026562732116485
7   32   34   1.0240379844137015
7   32   35   1.025744762572815
7   33   33   1.023833049020128
7   33   34   1.025335533097878
7   34   32   1.0240379844137015
7   34   33   1.0253355330978782
7   35   31   1.0246525446661192
7   35   32   1.025744762572815
7   36   30   1.0256759934657143
7   36   31   1.0265627321164852
8   29   36   1.0222459345357995
8   30   35   1.0210135469902528
8   30   36   1.0229027586508204
8   31   34   1.0201911282268215
8   31   35   1.021876532353264
8   32   33   1.019779670125005
8   32   34   1.0212603015909583
8   33   32   1.019779670125005
8   33   33   1.0210548086902238
8   34   31   1.0201911282268215
8   34   32   1.0212603015909583
8   35   30   1.0210135469902528
8   35   31   1.0218765323532644
8   36   29   1.0222459345357995
8   36   30   1.0229027586508206
9   28   36   1.019299791904282
9   29   35   1.0178576997707167
9   29   36   1.0197249003228808
9   30   34   1.0168263817886551
9   30   35   1.0184894622926426
9   31   33   1.0162070886058272
9   31   34   1.017665003710088
9   32   32   1.0160005736595354
9   32   33   1.0172525238424346
9   33   31   1.0162070886058268
9   33   32   1.0172525238424346
9   34   30   1.0168263817886547
9   34   31   1.0176650037100885
9   35   29   1.017857699770717
9   35   30   1.0184894622926424
9   36   28   1.0192997919042828
9   36   29   1.0197249003228808
10   27   36   1.0168417717989913
10   28   35   1.015189508823603
10   28   36   1.0170336764432204
10   29   34   1.0139485446945298
10   29   35   1.0155883665275194
10   30   33   1.013120390804199
10   30   34   1.014554741719197
10   31   32   1.0127060598963558
10   31   33   1.013934061059313
10   32   31   1.012706059896356
10   32   32   1.0137270830553977
